message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,780675])";"30";"turtlesim2.sim";"1696262627.329256582";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,780675])";"30";"turtlesim1.sim";"1696262627.324126542";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,772399])";"30";"turtlesim3.sim";"1696262627.323031978";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,772399])";"30";"turtlesim2.sim";"1696262627.313331870";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,772399])";"30";"turtlesim1.sim";"1696262627.307630689";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,764124])";"30";"turtlesim3.sim";"1696262627.306581550";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,764124])";"30";"turtlesim2.sim";"1696262627.297400356";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,764124])";"30";"turtlesim1.sim";"1696262627.291462520";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,755848])";"30";"turtlesim3.sim";"1696262627.291224444";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,755848])";"30";"turtlesim2.sim";"1696262627.281212130";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,755848])";"30";"turtlesim1.sim";"1696262627.276145139";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,747572])";"30";"turtlesim3.sim";"1696262627.274880095";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,747572])";"30";"turtlesim2.sim";"1696262627.265774403";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,747572])";"30";"turtlesim1.sim";"1696262627.259538147";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,739296])";"30";"turtlesim3.sim";"1696262627.258400532";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,739296])";"30";"turtlesim2.sim";"1696262627.249248223";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,739296])";"30";"turtlesim1.sim";"1696262627.243956009";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,731020])";"30";"turtlesim3.sim";"1696262627.242373979";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,731020])";"30";"turtlesim2.sim";"1696262627.234202932";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,731020])";"30";"turtlesim1.sim";"1696262627.227902375";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,722745])";"30";"turtlesim3.sim";"1696262627.226443467";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,722745])";"30";"turtlesim2.sim";"1696262627.217895181";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,722745])";"30";"turtlesim1.sim";"1696262627.211925897";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,714469])";"30";"turtlesim3.sim";"1696262627.210665651";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,714469])";"30";"turtlesim2.sim";"1696262627.201634169";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,714469])";"30";"turtlesim1.sim";"1696262627.195967422";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,706193])";"30";"turtlesim3.sim";"1696262627.194882205";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,706193])";"30";"turtlesim2.sim";"1696262627.185382183";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,706193])";"30";"turtlesim1.sim";"1696262627.179814793";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,697917])";"30";"turtlesim3.sim";"1696262627.179069724";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,697917])";"30";"turtlesim2.sim";"1696262627.169378704";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,697917])";"30";"turtlesim1.sim";"1696262627.163845578";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,689641])";"30";"turtlesim3.sim";"1696262627.162250774";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,689641])";"30";"turtlesim2.sim";"1696262627.153374393";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,689641])";"30";"turtlesim1.sim";"1696262627.147777077";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,681365])";"30";"turtlesim3.sim";"1696262627.146477297";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,681365])";"30";"turtlesim2.sim";"1696262627.137334105";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,681365])";"30";"turtlesim1.sim";"1696262627.131354210";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,673090])";"30";"turtlesim3.sim";"1696262627.130562544";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,673090])";"30";"turtlesim2.sim";"1696262627.122045287";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,673090])";"30";"turtlesim1.sim";"1696262627.115988749";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,664814])";"30";"turtlesim3.sim";"1696262627.114682998";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,664814])";"30";"turtlesim2.sim";"1696262627.105903598";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,664814])";"30";"turtlesim1.sim";"1696262627.099475733";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,656538])";"30";"turtlesim3.sim";"1696262627.098799664";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,656538])";"30";"turtlesim2.sim";"1696262627.089587071";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,656538])";"30";"turtlesim1.sim";"1696262627.084103408";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,648262])";"30";"turtlesim3.sim";"1696262627.082859494";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,648262])";"30";"turtlesim2.sim";"1696262627.073528228";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,648262])";"30";"turtlesim1.sim";"1696262627.067301921";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,639986])";"30";"turtlesim3.sim";"1696262627.066947576";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,639986])";"30";"turtlesim2.sim";"1696262627.057620980";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,639986])";"30";"turtlesim1.sim";"1696262627.051982806";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,631711])";"30";"turtlesim3.sim";"1696262627.051139864";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,631711])";"30";"turtlesim2.sim";"1696262627.041685408";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,631711])";"30";"turtlesim1.sim";"1696262627.036026225";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,623435])";"30";"turtlesim3.sim";"1696262627.034231266";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,623435])";"30";"turtlesim2.sim";"1696262627.025254576";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,623435])";"30";"turtlesim1.sim";"1696262627.020135388";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,615159])";"30";"turtlesim3.sim";"1696262627.018443812";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,615159])";"30";"turtlesim2.sim";"1696262627.009320918";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,615159])";"30";"turtlesim1.sim";"1696262627.004036178";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,606883])";"30";"turtlesim3.sim";"1696262627.002607757";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,606883])";"30";"turtlesim2.sim";"1696262626.993498108";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,606883])";"30";"turtlesim1.sim";"1696262626.987862380";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,598607])";"30";"turtlesim3.sim";"1696262626.986630287";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,598607])";"30";"turtlesim2.sim";"1696262626.977656923";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,598607])";"30";"turtlesim1.sim";"1696262626.971729127";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,590331])";"30";"turtlesim3.sim";"1696262626.970323108";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,590331])";"30";"turtlesim2.sim";"1696262626.961793427";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,590331])";"30";"turtlesim1.sim";"1696262626.956233521";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,582056])";"30";"turtlesim3.sim";"1696262626.954779111";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,582056])";"30";"turtlesim2.sim";"1696262626.945980946";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,582056])";"30";"turtlesim1.sim";"1696262626.939963120";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,573780])";"30";"turtlesim3.sim";"1696262626.939197353";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,573780])";"30";"turtlesim2.sim";"1696262626.929958401";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,573780])";"30";"turtlesim1.sim";"1696262626.924147374";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,565504])";"30";"turtlesim3.sim";"1696262626.922184319";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,565504])";"30";"turtlesim2.sim";"1696262626.913635592";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,565504])";"30";"turtlesim1.sim";"1696262626.907446425";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,557228])";"30";"turtlesim3.sim";"1696262626.906314430";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,557228])";"30";"turtlesim2.sim";"1696262626.897835856";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,557228])";"30";"turtlesim1.sim";"1696262626.892115158";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,548952])";"30";"turtlesim3.sim";"1696262626.891151238";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,548952])";"30";"turtlesim2.sim";"1696262626.881536892";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,548952])";"30";"turtlesim1.sim";"1696262626.876084507";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,540676])";"30";"turtlesim3.sim";"1696262626.874999220";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,540676])";"30";"turtlesim2.sim";"1696262626.865657225";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,540676])";"30";"turtlesim1.sim";"1696262626.859960913";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,532401])";"30";"turtlesim3.sim";"1696262626.858921412";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,532401])";"30";"turtlesim2.sim";"1696262626.849793669";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,532401])";"30";"turtlesim1.sim";"1696262626.843550890";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,524125])";"30";"turtlesim3.sim";"1696262626.842955423";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,524125])";"30";"turtlesim2.sim";"1696262626.833910305";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,524125])";"30";"turtlesim1.sim";"1696262626.827259932";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,515849])";"30";"turtlesim3.sim";"1696262626.826543417";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,515849])";"30";"turtlesim2.sim";"1696262626.818087685";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,515849])";"30";"turtlesim1.sim";"1696262626.811390143";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,507573])";"30";"turtlesim3.sim";"1696262626.811182594";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,507573])";"30";"turtlesim2.sim";"1696262626.801305474";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,507573])";"30";"turtlesim1.sim";"1696262626.795361937";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,499297])";"30";"turtlesim3.sim";"1696262626.795131876";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,499297])";"30";"turtlesim2.sim";"1696262626.785449732";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,499297])";"30";"turtlesim1.sim";"1696262626.779567881";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,491022])";"30";"turtlesim3.sim";"1696262626.778944872";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,491022])";"30";"turtlesim2.sim";"1696262626.769421256";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,491022])";"30";"turtlesim1.sim";"1696262626.763822827";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,482746])";"30";"turtlesim3.sim";"1696262626.762663361";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,482746])";"30";"turtlesim2.sim";"1696262626.753538793";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,482746])";"30";"turtlesim1.sim";"1696262626.747861277";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,474470])";"30";"turtlesim3.sim";"1696262626.746836884";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,474470])";"30";"turtlesim2.sim";"1696262626.737697890";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,474470])";"30";"turtlesim1.sim";"1696262626.731418964";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,466194])";"30";"turtlesim3.sim";"1696262626.730774544";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,466194])";"30";"turtlesim2.sim";"1696262626.721626994";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,030911, y=2,466194])";"30";"turtlesim1.sim";"1696262626.715240706";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,001720, y=2,457918])";"30";"turtlesim3.sim";"1696262626.714764573";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,001720, y=2,457918])";"30";"turtlesim2.sim";"1696262626.705685491";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0,001720, y=2,457918])";"30";"turtlesim1.sim";"1696262626.700182291";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,178947, y=-0,018132])";"30";"turtlesim3.sim";"1696262621.531183811";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,178947, y=-0,018132])";"30";"turtlesim2.sim";"1696262621.521979925";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,178947, y=-0,018132])";"30";"turtlesim1.sim";"1696262621.516353022";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,205314, y=-0,018132])";"30";"turtlesim3.sim";"1696262621.515026823";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,205314, y=-0,018132])";"30";"turtlesim2.sim";"1696262621.506113843";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,205314, y=-0,018132])";"30";"turtlesim1.sim";"1696262621.499941497";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,231681, y=-0,018132])";"30";"turtlesim3.sim";"1696262621.498984521";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,231681, y=-0,018132])";"30";"turtlesim2.sim";"1696262621.490074126";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,231681, y=-0,018132])";"30";"turtlesim1.sim";"1696262621.484265303";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9,258048, y=-0,018132])";"30";"turtlesim3.sim";"1696262621.483024804";"/home/ilyusha/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
